text,label,score,url,hn_link,pre_labeled,notes
"Ask HN: What's the Latest with Quantum Computing? I&#x27;d heard Rigetti and others were making major progress, but haven&#x27;t heard any updates. Hopefully they didn&#x27;t just do a SPAC-dump to make the public into bag holders.<p>What&#x27;s the latest with quantum computing progress that&#x27;s meaningful to regular users?",discussion,10,https://news.ycombinator.com/item?id=34001430,https://news.ycombinator.com/item?id=34001430,1,
IonQ Achieves Record Breaking Quantum Performance Milestone of AQ 64,hype,1,https://ionq.com/news/ionq-achieves-record-breaking-quantum-performance-milestone-of-aq-64,https://news.ycombinator.com/item?id=45375714,1,
Major quantum computational breakthrough is shaking up physics and maths,hype,177,https://theconversation.com/major-quantum-computational-breakthrough-is-shaking-up-physics-and-maths-136634,https://news.ycombinator.com/item?id=24178503,1,
Researchers make a quantum storage breakthrough by storing a qubit for 20 ms,hype,1,https://interestingengineering.com/researchers-make-a-quantum-storage-breakthrough-by-storing-a-qubit-for-20-milliseconds,https://news.ycombinator.com/item?id=30829075,1,
"MS brings its quantum dev kit to macOS, Linux; new kind of qubit this year",hype,1,https://arstechnica.com/gadgets/2018/02/microsoft-brings-its-quantum-dev-kit-to-macos-linux-new-kind-of-qubit-this-year/,https://news.ycombinator.com/item?id=16465501,1,
"Show HN: Sway, a board game benchmark for quantum computing A popular philosophy in the HN community is that inventing problems to be solved by a technology is antithetical to the user experience. Much to the
 horror of some, I did just that to discover&#x2F;invent this game.<p>I started with the structure of quantum com
putation and asked what kind of problem benefits from it. The answer was surprisingly narrow, but this was one of the results. Enjoy!",technical,4,https://shukla.io/blog/2026-03/sway.html,https://news.ycombinator.com/item?id=47388880,1,
"Ask HN: With Microsoft’s release of Q#, what’s the future of quantum computing? Whats the future of Quantum Computing. Can any software engineer start his career in Quantum computing? What does it take to train in this technology?",discussion,42,https://news.ycombinator.com/item?id=16426646,https://news.ycombinator.com/item?id=16426646,1,
Show HN: Topological Quantum Error Correction (TQEC) TQEC supports scalable quantum computing through design automation tools.<p>We are an international team led by Dr. Austin Fowler at Google. All of our work is open source and many of us are active researchers as well. One of our main goals is to make quantum computing more accessible to the computer science community.,technical,1,https://github.com/QCHackers/tqec,https://news.ycombinator.com/item?id=40008098,1,
Ask HN: Can qubits be written to crystals as diffraction patterns? Coherence time is the operative limit to SOTA QC Quantum Computing.<p>Holographic data storage already solves for binary digital data storage.<p>Aren&#x27;t diffraction patterns due to lattice irregularities effective wave functions?<p>Presumably holography would have already solved for quantum data storage if diffraction is a sufficient analog if a wave function?,technical,4,https://news.ycombinator.com/item?id=38501668,https://news.ycombinator.com/item?id=38501668,1,
Dugg Explaining Quantum Computing | Wavewatching A round-up of expert explanations on quantum computing for the lay person and why this feat is so darn difficult.,discussion,2,http://wavewatching.net/2012/07/28/explaining-quantum-computing-blogroll-memory-hole-rescue/,https://news.ycombinator.com/item?id=4306103,1,
"Belief will be required to achieve GeneralizedAI and Quantum Computing Until it&#x27;s understood that conciousness (not matter) is the fundamental unit of existence<p>The world will not achieve Generalized AI or Quantum Computing<p>Belief must play a central role in your processes if you want to win those games<p>The scientific method \ controlled studies are based upon disbelief, so it can&#x27;t win any games that require &quot;will of consciousness&quot; (faith) as a starting point.<p>The alchemists understood this.",hype,3,https://news.ycombinator.com/item?id=27599398,https://news.ycombinator.com/item?id=27599398,1,
Ask HN: Won’t quantum computing destroy most (if not all) crypto? I’m pretty sure that all crypto (hence the name) relies on encryption to run the block chain. Quantum computers will be able to easily break encryption. So how will this not be used to immediately control the blockchain?,discussion,3,https://news.ycombinator.com/item?id=35490521,https://news.ycombinator.com/item?id=35490521,1,
How the 18th-century steam engine helped physicists make a quantum breakthrough,hype,1,https://theconversation.com/how-the-18th-century-steam-engine-helped-physicists-make-a-quantum-breakthrough-68088,https://news.ycombinator.com/item?id=12945875,1,
"Ask HN: I'm suddenly hearing a lot about Quantum Computing again. Why? So I&#x27;ve seen this come up in government, in new headlines, and in relation to AI, but I don&#x27;t understand the links, and I don&#x27;t understand if it&#x27;s a new hype wave or if something substantive has changed. What&#x27;s the situation?",discussion,3,https://news.ycombinator.com/item?id=44071179,https://news.ycombinator.com/item?id=44071179,1,
Quantum Computing and startups How far are we to make quantum computing something from a lab to a start-up? What it&#x27;s needed to make the transition?,discussion,2,https://news.ycombinator.com/item?id=8127055,https://news.ycombinator.com/item?id=8127055,1,
"Collection of Quantum Computing Video Lectures FYI - check out Deutsch' lectures, he's a very good teacher of complex things",discussion,2,http://freescienceonline.blogspot.com/2010/12/quantum-computing-video-lectures.html?utm_source=feedburner&utm_medium=email&utm_campaign=Feed%3A+FreeScienceOnlineBlogSpot+%28Free+Science+and+Video+Lectures+Online%21%29,https://news.ycombinator.com/item?id=2047925,1,
"Ask HN: If Quantum computing wins, Blockchain then dies, right? Given today&#x27;s news of IBM&#x27;s quantum chip and the myriad of other quantum-related news out there, it seems all Blockchain technologies will be susceptible to be hacks and will inevitably fail -- correct?",discussion,11,https://news.ycombinator.com/item?id=14361918,https://news.ycombinator.com/item?id=14361918,1,
"Ask HN: Is Post-Quantum Crypto necessary already? I stopped following the quantum computing after reading hype about systems in the late 2010’s that had qubits that didn’t match the requirements for BQP. Looking around now though, I’ve started seeing concerns for both symmetric keys and asymmetric keys.<p>For asymmetric, I’ve seen recommendations to sign messages via both PQC and classical crypto simultaneously. Shor’s style algorithms are expected to break classical crypto once big machines exist.<p>For symmetric, I’ve seen concerns that 128-bit keys are insufficient, given the effective key halving from Grover’s algorithm.<p>This seems surprising:
Are we even vaguely close to stable BQP-style quantum computers with enough effective qubits (compensating for the cost of error correction) that they can operate on, say, 4096 bit RSA keys?<p>Are we even vaguely close to machines with high enough clock rates to burn through 64-effective-bit keys? I guess for symmetric, birthday paradox might halve the key size again (in some situations), and 2^32 is “small”. Is that the concern?",discussion,2,https://news.ycombinator.com/item?id=41262406,https://news.ycombinator.com/item?id=41262406,1,
What Google's quantum chip breakthrough Willow means for Bitcoin's future,hype,1,https://www.cnbc.com/2024/12/22/what-google-quantum-chip-breakthrough-means-for-bitcoins-future.html,https://news.ycombinator.com/item?id=42489530,1,
'Truly remarkable breakthrough': New Google quantum chip hits accuracy milestone,hype,1,https://www.nature.com/articles/d41586-024-04028-3,https://news.ycombinator.com/item?id=42368640,1,
Quantum Breakthrough: Atoms held in quantum superposition for more than 23 min,hype,1,https://charmingscience.com/quantum-breakthrough-atoms-held-in-quantum-superposition-for-more-than-23-minutes/,https://news.ycombinator.com/item?id=42162691,1,
Google plans to reach a Quantum Computing milestone before the year is out,hype,147,https://www.technologyreview.com/s/604242/googles-new-chip-is-a-stepping-stone-to-quantum-computing-supremacy/,https://news.ycombinator.com/item?id=14171992,1,
"Show HN: Quantum4J – A Pure Java Quantum Computing SDK I built Quantum4J because I couldn’t find a clean, dependency-free way to experiment with multi-qubit unitaries from Java. Most QC libraries target Python, so this is meant to bring quantum circuit construction and state-vector simulation to the JVM.<p>It includes:
- state-vector simulator (~25 qubits)
- standard gates (X, Y, Z, H, S, T, RX&#x2F;RY&#x2F;RZ, CX, CZ, SWAP, ISWAP, CCX)
- measurement + classical registers
- OpenQASM 2.0 exporter<p>Example:
QuantumCircuit.create(2).h(0).cx(0,1).measureAll();<p>Would love feedback on the architecture, gate engine, or ideas for what to add next.
Iam considering expanding Quantum4J into a more complete JVM quantum tooling ecosystem. 
Interested in feedback from practitioners or researchers using Java in QC or simulation.",technical,1,https://github.com/vijayanandg/quantum4j,https://news.ycombinator.com/item?id=45989043,1,
Quantum Breakthrough: New Invention Keeps Qubits of Light Stable at Room Temp,hype,19,https://scitechdaily.com/quantum-breakthrough-new-invention-keeps-qubits-of-light-stable-at-room-temperature/,https://news.ycombinator.com/item?id=27578650,1,
Honeywell Signs Up JPMorgan Chase for a Breakthrough Quantum Computer,hype,2,https://www.barrons.com/articles/honeywell-jpmorgan-chase-deal-quantum-computer-financial-services-risk-modleing-51583243753,https://news.ycombinator.com/item?id=22590714,1,
Why Google’s Quantum Supremacy Milestone Matters - By Scott Aaronson,discussion,1,https://www.nytimes.com/2019/10/30/opinion/google-quantum-computer-sycamore.html,https://news.ycombinator.com/item?id=21417173,1,"Scott Aaronson op-ed EXPLAINING why the milestone matters, with reasoning. Not ungrounded."
"Ask HN: Can anyone explain how DWave was able to scale to 1,800 qubits? I have a bunch of questions about the recent Nature article and about the underlying simulation itself.<p>1) how are the individual qubits arranged&#x2F;&quot;built&quot;<p>2) what is specifically meant by the topological phenomenon observed, and how does this relate to the quantum simulator accurately predicting what the classical model said what occur?<p>3) what is the interplay between &quot;performing a computation&quot; and running a quantum simulator? not really seeing the immediate connection there<p>4) last, not sure how far DWave had come previously to achieving such a large-scale computation with this approach, but it does seem like a pretty huge number of interacting qubits compared to other highly-entangled systems<p>Thanks<p>Link to Nature article in question: 
https:&#x2F;&#x2F;www.nature.com&#x2F;articles&#x2F;s41586-018-0410-x",technical,11,https://news.ycombinator.com/item?id=17842622,https://news.ycombinator.com/item?id=17842622,1,
"Nvidia, Rolls-Royce Announce Quantum Computing Breakthrough for CFD in Jets",hype,29,https://nvidianews.nvidia.com/news/nvidia-rolls-royce-and-classiq-announce-quantum-computing-breakthrough-for-computational-fluid-dynamics-in-jet-engines,https://news.ycombinator.com/item?id=36028459,1,
Researchers Entangle Photons of Different Color in Quantum Computin Breakthrough,hype,1,https://www.iflscience.com/physics/researchers-entangle-photons-of-different-colors-in-quantum-computing-breakthrough/,https://news.ycombinator.com/item?id=20597022,1,
Quantum breakthrough: Researchers unlock door to unhackable tech using light,hype,1,https://studyfinds.org/quantum-unhackable-tech-light/,https://news.ycombinator.com/item?id=41905505,1,
"Ask HN: As a developer – should I be getting ready for quantum computing? Consider the alternatives to focus on : 
1. Being just really good at what I do 
2. Climbing the management ladder",discussion,2,https://news.ycombinator.com/item?id=14388994,https://news.ycombinator.com/item?id=14388994,1,
"I&#x27;m not sure &quot;non-Abelian braiding statistics&quot; is the only known robust architecture for QC.  Topological qubits are, after all, just systems whose natural states are quantum error correcting codes.  Those who chose to pursue quantum error correction directly likely also deserve the moniker of &quot;robust architecture&quot;.",technical,0,https://news.ycombinator.com/item?id=8083715,https://news.ycombinator.com/item?id=8083715,1,
"&gt;&gt; But for anyone who wonders why I’ve been obsessing for years about the need to design efficiently verifiable near-term quantum supremacy experiments: well, this is why! We’re now deeply into the unverifiable regime that I warned about. Can anybody explain me why it is hard to find a problem that can be solved only by a basic quantum computer within a short timespan and can be easily verified by a normal computer? I thought there are so many algo&#x27;s out there for which one direction is fast and the reverse takes ages.",technical,0,https://news.ycombinator.com/item?id=42386507,https://news.ycombinator.com/item?id=42386507,1,
Logic gate 'another important milestone' on road to quantum computers (Oxford),hype,2,http://www.ox.ac.uk/news/2016-08-08-record-breaking-logic-gate-another-important-milestone-road-quantum-computers,https://news.ycombinator.com/item?id=12301582,1,
Satya Nadella – Microsoft's AGI Plan and Quantum Breakthrough [video],hype,1,https://www.youtube.com/watch?v=4GLSzuYXh6w,https://news.ycombinator.com/item?id=43371173,1,
"I don&#x27;t think it will take long to get a verdict, the construction is really pretty simple. Maybe if there is a really subtle error this could cause some debate but as far as I can tell there is nothing exotic in there. The only thing that struck me as a bit odd is that they just add a couple of dummy qubits to increase the probability of one measurement.",technical,0,https://news.ycombinator.com/item?id=9929274,https://news.ycombinator.com/item?id=9929274,1,
"Ask HN: Is quantum computing worth the struggle? I am a phd student in quantum computing(QC), and recently I am a little depressed. Over the past few years I have heard a lot of inspiring news about the development of our field, which is exactly the reason that I chose to persue a doctoral degree in this filed.<p>But as I got closer to the frontline, I found more frustrating facts. The qubits are fragile, hard to maintain even for a single day, and the number are limited by all kinds of factors. The cost is huge, the devices are sensitive enough to  feel the draft of room temperature. Not to mention there are few useful applications discovered for quantum algorithms. The beautiful visions seem to become a bubble, and it could burst at any time.<p>That makes me feel lost about the future: whether I should stick on this field? If not, where can I go? The most familiar things to me is quantum mechanics, and it&#x27;s useless for almost every other fields.<p>Desperate...",discussion,2,https://news.ycombinator.com/item?id=48033532,https://news.ycombinator.com/item?id=48033532,1,
"Ask HN: Are any software startups scaling via quantum computing? Disclaimer - I&#x27;m sure the likes of IBM &amp; Intel are experimenting with quantum computing.<p>But is it feasible for a startup to think they can just plug quantum on top of their stack over the course of 6 months?<p>Given that Spark on K8s and GPU&#x2F;TPU are so easily accessible, would it make sense for a startup with a modest budget to take on quantum as a way to scale their neural net?<p>My guess is no, but I would be happy to be proven wrong.",discussion,2,https://news.ycombinator.com/item?id=20558542,https://news.ycombinator.com/item?id=20558542,1,
"A thought on quantum error correction: accuracy without replay feels fragile I’ve been thinking about quantum error correction work lately, and one thing keeps bothering me.<p>A lot of effort goes into reporting decoder accuracy improvements, but much less into whether those results are replayable over time or safe to compare after assumptions change.<p>In practice, small shifts in noise behavior, detector mapping, or measurement stability can quietly invalidate earlier conclusions. Often everything still “looks reasonable,” so regressions go unnoticed until much later.<p>It feels similar to early distributed systems work, before reproducibility, rollback, and auditability became normal engineering expectations.<p>I’m curious how people here think about:<p>replaying historical syndrome data against newer decoders<p>surfacing stability or confidence in decoder outputs, not just accuracy<p>deciding when results shouldn’t be compared at all<p>Is this already well handled in some parts of the field, or is it still an open gap?",technical,1,https://news.ycombinator.com/item?id=47149713,https://news.ycombinator.com/item?id=47149713,1,
"Crypto-Trading vs. Options Trading Here&#x27;s my brief take on the crypto-trading &amp; options trading, their similarities, differences and why I believe the latter will prevail over the former.<p>Unlike stock trading and mutual funds investing, both crypto-trading and options trading are novelties to the majority of US public. And it comes as no surprise that for many they still evoke a healthy dose of suspicion and cautious distrust.<p>Speaking of options trading, in the early 2000-s there was a number of attempts to democratize it (Zecco, TradeKing, etc.) by introducing zero options commissions and creating options-focused knowledge groups. However, those attempts were hindered by the financial crisis of 2008. First of all, people were spooked away from the markets and lost trust in the financial system in general. As such retail trading activity dropped sharply. And second, to revive the economy the Fed decided to cut its key interest rates that severely damaged the revenue stream of low-cost brokerages. After a prolonged “retail brokerage winter” the second wave of retail options trading started in 2015 when Robinhood’s trading app went live.<p>Crypto in turn was born out of the economic crisis: the famous paper &quot;Bitcoin: A Peer-to-Peer Electronic Cash System&quot; was published in October 2008. Many more crypto currencies have emerged since then. Initially crypto trading had been a realm of techies and tech-savvy hobbyists given its limited user-friendliness. There were a few crypto “exchanges” that more often than not employed shady practices at the expense of their customers.<p>So both activities are relatively new, have already gained significant number of supporters&#x2F;practitioners as well as skeptics that outright label them as “gambling”.<p>And although participation in both activities is primarily driven by a potential monetary benefit, here the similarities end. Options trading in my view is superior to crypto-trading for the following 3 reasons:<p>1) MUCH more investment freedom
2) Limited counterparty risk
3) Less susceptible to quantum computer attack.<p>So first of all, in crypto trading ppl bet that their coin would go only one direction: upwards. With options (on stocks, index, commodities or even Bitcoin futures itself) everyday traders gain a possibility to speculate on the downside of the price, like protecting themselves from a potential market crash. In fact, if someone believes that the underlying prices would stay EXACTLY SAME they can still benefit with options. It’s worth mentioning that currently options available only for the 2 major cryptos: BTC and ETH although things might have already evolved.<p>Second, there is a potential counterparty risk for crypto trading. The cases are numerous when investors were duped by the rogue crypto exchanges. Such risk does not exist in options trading thanks to the OCC.<p>Lastly, functional quantum computing might arrive in a distant future or might even not materialize at all. But if it does most cryptos (as well as their owners) would be in trouble. Quantum computing might also profoundly disrupt options market but even in that case there will be not only losers but also some big winners.<p>P.S. Spending my career in options trading I realize that I’m pretty likely to be biased in my judgment, so I would love to hear any counter-arguments.",discussion,11,https://news.ycombinator.com/item?id=27945567,https://news.ycombinator.com/item?id=27945567,1,
"&gt; The precision in phase needed to perform an accurate QFT scales EXPONENTIALLY with the number of qubits you&#x27;re trying to transform. This is false. The gates that appear in the textbook QFT circuit (such as the one shown on wikipedia [1]) do mention angles that are exponentially small in N (the number of qubits being operated upon). That may be what&#x27;s confusing you. But it&#x27;s well known that the tolerance on those rotations is high, meaning that simply skipping all the exponentially tiny rotations introduces negligible error [2][3]. Here&#x27;s a simple model. Each time you get a rotation off by an angle of X, add X to the &quot;total algorithm rotation error&quot; R. The chance of an algorithm failing is at most R^2. For example, if R is less than 1 degree then the chance of algorithm failure will be less than 0.03%. That&#x27;s an acceptable retry chance for Shor&#x27;s algorithm. The QFT circuit on N qubits performs less than N^2 rotations. So, for R to be less than 1 degree, it&#x27;s sufficient for each rotation&#x27;s error X to be less than (1°)&#x2F;N^2. Therefore the required precision only increases polynomially (like N^2) instead of exponentially (like 2^N). Note the required precision can be improved from O(1&#x2F;N^2) to O(1&#x2F;N) using techniques like the qubit recycling QFT [4]. Actually, even if the required precision scaled exponentially, that  still  wouldn&#x27;t be an insurmountable problem. Quantum error correction achieves exponentially tighter tolerances from polynomially increasing resources. For example, Ross and Selinger proved that continuous rotations can be approximated to a target error of epsilon using O(log(1&#x2F;epsilon)) gates from the discrete gate set Clifford+T [4]. And Clifford gates with error below epsilon can be achieved in the surface code using O(log(1&#x2F;epsilon)^2) noisy qubits for O(log(1&#x2F;epsilon)) time [5]. And T gates can be achieved by using those reliable Clifford gates to perform magic state distillation of log(1&#x2F;epsilon)^O(1) T states [6]. Since everything scales polynomially in log(1&#x2F;epsilon), making epsilon exponentially smaller adds polynomial resources. There is no part of Shor&#x27;s algorithm that requires resources growing exponentially in n (the number of digits of the number being factored). The practical scaling is more like n^3: factoring a number that&#x27;s twice as large can be done with ~two times as many qubits running for ~four times as long. Even if the qubits are noisy [7]. [1]:  https:&#x2F;&#x2F;en.wikipedia.org&#x2F;wiki&#x2F;Quantum_Fourier_transform#&#x2F;med...  [2]:  https:&#x2F;&#x2F;arxiv.org&#x2F;abs&#x2F;quant-ph&#x2F;0306018  [3]:  https:&#x2F;&#x2F;arxiv.org&#x2F;abs&#x2F;quant-ph&#x2F;9601018  [4]:  https:&#x2F;&#x2F;arxiv.org&#x2F;pdf&#x2F;quant-ph&#x2F;9903071#page=12  [5]:  https:&#x2F;&#x2F;arxiv.org&#x2F;abs&#x2F;1208.0928  [6]:  https:&#x2F;&#x2F;arxiv.org&#x2F;abs&#x2F;1209.2426  [7]:  https:&#x2F;&#x2F;arxiv.org&#x2F;abs&#x2F;1905.09749",technical,0,https://news.ycombinator.com/item?id=45784856,https://news.ycombinator.com/item?id=45784856,1,
"Ask HN: Where can I find open course materials on Quantum Computing? I have a Masters in Engineering, so any prerequisites on the subject are also welcome.",discussion,26,https://news.ycombinator.com/item?id=14557135,https://news.ycombinator.com/item?id=14557135,1,
"Less Quantum, More Advantage: End-to-End Quantum Algorithm for Jones Polynomial",technical,1,https://arxiv.org/abs/2503.05625,https://news.ycombinator.com/item?id=43646399,1,
Quantum computing breakthrough – possible solution to tech's biggest hurdle,hype,2,https://www.independent.co.uk/life-style/gadgets-and-tech/news/quantum-computing-computer-noise-algorithm-large-system-ibm-a9663461.html?s=09,https://news.ycombinator.com/item?id=24167067,1,
