id,text,hn_link,ai_label,human_label,corrected,notes
20558542,"Ask HN: Are any software startups scaling via quantum computing? Disclaimer - I&#x27;m sure the likes of IBM &amp; Intel are experimenting with quantum computing.<p>But is it feasible for a startup to think they can just plug quantum on top of their stack over the course of 6 months?<p>Given that Spark on K8s and GPU&#x2F;TPU are so easily accessible, would it make sense for a startup with a modest budget to take on quantum as a way to scale their neural net?<p>My guess is no, but I would be happy to be proven wrong.",https://news.ycombinator.com/item?id=20558542,discussion,discussion,0,
19303478,"IBM hits quantum computing milestone, may see 'Quantum Advantage' in 2020",https://news.ycombinator.com/item?id=19303478,hype,hype,0,
45384914,"Ask HN: Will quantum computing offset the power grid needs of AI? What do you think? If successful, will quantum computing reduce the power needs of AI and datacenters or will we come up with new ideas and problems that will continue to increase power needs?",https://news.ycombinator.com/item?id=45384914,discussion,discussion,0,
42369463,"This is yet another attempt to posit NISQ results (Noisy Intermediate Scale Quantum) as demonstrations of quantum supremacy. This does not allow us to do useful computational work; it&#x27;s just making the claim that a bathtub full of water can do fluid dynamic simulations faster than a computer with a bathtub-full-of-water-number-of-cores can do the same computation. If history is any guide we&#x27;ll soon see that there are problems with the fidelity (the system they use to verify that the results are &quot;correct&quot;) or problems with the difficulty of the underlying problem, as happened with Google&#x27;s previous attempt to demonstrate quantum supremacy [1]. [1]  https:&#x2F;&#x2F;gilkalai.wordpress.com&#x2F;2024&#x2F;12&#x2F;09&#x2F;the-case-against-g...  -- note that although coincidentally published the same day as this announcement, this is talking about Google&#x27;s previous results, not Willow.",https://news.ycombinator.com/item?id=42369463,discussion,discussion,0,
956227,"For solid state qubits (spin/flux) you need: * e-beam lithography: expensive machine * high quality materials (GaAs 2DEG, or reproducible Josephson junctions): you need collaboration with other scientists * a huge supply of He4: money * a dilution or He3 fridge with He3 in it: more money * a lot of low-noise amplifiers and electronics: collaboration and a lot more money And a lot of time and persistence.",https://news.ycombinator.com/item?id=956227,technical,technical,0,
43938346,"Based on the comments in this thread... Guys, Microsoft fuckery doesn&#x27;t invalidate an entire field. I think certain VCs are a little too optimistic about quantum computing timelines, but that doesn&#x27;t mean it&#x27;s not steadily progressing.  I saw a comment talking about prime factorization from 2001 with some claim that people haven&#x27;t been working on pure quantum computing since then? It&#x27;s really hard. It&#x27;s still firmly academic, with the peculiar factor that much of it is industry backed. Google quantum was a UCSB research lab turned into a Google branch, while still being powered by grad students. You can begin to see how there&#x27;s going to be some culture clash and unfortunate pressure to make claims and take research paths atypical of academia (not excusing any fraud, edit: also to be very clear, not accusing Google quantum of anything). It&#x27;s a hard problem in a funky environment. 1) it&#x27;s a really hard problem. Anything truly quantum is hard to deal with, especially if you require long coherence times. Consider the entire field of condensed matter (+ some amo). Many of the experiments to measure special quantum properties&#x2F;confirm theories do so in a destructive manner - I&#x27;m not talking only about the quantum measurement problem, I&#x27;m talking about the probes themselves physically altering the system such that you can only get one or maybe a few good measurements before the sample is useless. In quantum computing, things need to be cold, isolated, yet still read&#x2F;write accessible over many many cycles in order to be useful. 2) given the difficulty, there&#x27;s been many proposals for how to meet the &quot;practical quantum computer&quot; requirement. This ranges from giving up on a true general purpose quantum computer (quantum annealers) to NV vacancies, neutral&#x2F;ionic lattices, squid&#x2F;Josephson based,photonic, hybrid system with mechanical resonators, and yeah, topological&#x2F;anyon shit. 3) It&#x27;s hard to predict what will actually work, so every approach is a gamble and different groups take different gambles. Some take bigger gambles than the others. Id say topological quantum was a pretty damn big gamble given how new the theory was. 4) Then you need to gradually build up the actually system + infrastructure, validating each subsystem then subsystem interactions and finally full systems. Think system preparation, system readout, system manipulation, isolation, gate design... Each piece of this could be multiple +&#x2F;- physicist, ece&#x2F;cse, me, CS PhDs + postdocs amount of work. This is deep expertise and specialization. 4) Then if one approach seems to work, however poorly*, you need to improve it, scale it. Scaling is not guaranteed. This will mean many more PhDs worth trying to improve subsystems. 5) again, this is really hard. Truly, purely quantum systems are very difficult to work with. Classical computing is built on transistors, which operate just fine at room temperature* (plenty of noise, no need for cold isolation) with macroscopic classical observables&#x2F;manipulations like current, voltage. Yes, transistors work because of quantum effects, and with more recent transistors more directly use quantum effects (tunneling). For example, the &quot;atomic&quot; units of memory are still effectively macroscopic. The systems as a whole are very well described classically, with only practical engineering concerns related to putting things too close together, impurities, heat dissipation. Not to say that any of that is easy at all, but there&#x27;s no question of principle like &quot;will this even work?&quot; * With a bunch of people on HN shitting on how poorly + a bunch of other people saying its a full blown quantum computer + probably higher ups trying to make you say it is a real quantum computer or something about quantum supremacy. * Even in this classical regime think how much effort went into redundancy and encoding&#x2F;decoding schemes to deal with the very rare bit flips. Now think of what&#x27;s needed  to build a functioning quantum computer at similar scale No, I don&#x27;t work in quantum computing, don&#x27;t invest in it, have no stake in it.",https://news.ycombinator.com/item?id=43938346,discussion,discussion,0,
37431682,Just How Big – Or Small – Is the Quantum Computing Racket? – The Next Platform,https://news.ycombinator.com/item?id=37431682,discussion,discussion,0,
42495909,"If they can&#x27;t, then is it really quantum supremacy? They claimed it last time in 2019 with Sycamore, which could perform in 200 seconds a calculation that Google claimed would take a classical supercomputer 10,000 years. That was debunked when a team of scientists replicated the same thing on an ordinary computer in 15 hours with a large number of GPUs. Scott Aaronson said that on a supercomputer, the same technique would have solved the problem in seconds.[1] So if they now come up with another problem which they say cannot even be verified by a classical computer and uses it to claim quantum advantage, then it is right to be suspicious of that claim. 1.  https:&#x2F;&#x2F;www.science.org&#x2F;content&#x2F;article&#x2F;ordinary-computers-c...",https://news.ycombinator.com/item?id=42495909,discussion,discussion,0,
45989043,"Show HN: Quantum4J – A Pure Java Quantum Computing SDK I built Quantum4J because I couldn’t find a clean, dependency-free way to experiment with multi-qubit unitaries from Java. Most QC libraries target Python, so this is meant to bring quantum circuit construction and state-vector simulation to the JVM.<p>It includes:
- state-vector simulator (~25 qubits)
- standard gates (X, Y, Z, H, S, T, RX&#x2F;RY&#x2F;RZ, CX, CZ, SWAP, ISWAP, CCX)
- measurement + classical registers
- OpenQASM 2.0 exporter<p>Example:
QuantumCircuit.create(2).h(0).cx(0,1).measureAll();<p>Would love feedback on the architecture, gate engine, or ideas for what to add next.
Iam considering expanding Quantum4J into a more complete JVM quantum tooling ecosystem. 
Interested in feedback from practitioners or researchers using Java in QC or simulation.",https://news.ycombinator.com/item?id=45989043,technical,technical,0,
19004916,"Quantum-secure encryption using autoencoding? I&#x27;m spending spare time researching quantum-secure encryption.<p>My current effort involves training a neural network on a dataset.
The result of the trained net is N values. Using an autoencoder architecture
it is possible to &quot;set&quot; the N values (the encryption key?) to &quot;reverse generate&quot;
the training data. If the training data is a well-separated set of 
QR codes (the current idea, likely to change) it seems that the autoencoder
will be able to reproduce one, given the corresponding N-value. QR codes
are naturally error-correcting so even a near-miss result can be corrected.<p>If the QR codes are randomly generated they can be used to encrypt data.<p>The &quot;key&quot; for the encryption is both the NN architecture and the set of
weights. Given the NN without the weights the attacker knows nothing and
cannot recreate the NN. Given the weights but not the architecture (which
would include thinks like dropout or a &quot;special&quot; layer) the attacker
knows nothing.<p>This generates a large space of essentially random data that can be 
&quot;recreated&quot; by the autoencoder to use as a one-time pad.<p>I don&#x27;t see how a quantum computer can decode this. Grover&#x27;s algorithm
can choose &quot;one of many&quot; but I can&#x27;t figure out how to, nor what to, 
encode in the quantum bits that might be input to Grover.<p>So it seems to me that an autoencoder architecture can be shown to be
quantum secure.",https://news.ycombinator.com/item?id=19004916,technical,technical,0,
8083715,"I&#x27;m not sure &quot;non-Abelian braiding statistics&quot; is the only known robust architecture for QC.  Topological qubits are, after all, just systems whose natural states are quantum error correcting codes.  Those who chose to pursue quantum error correction directly likely also deserve the moniker of &quot;robust architecture&quot;.",https://news.ycombinator.com/item?id=8083715,technical,technical,0,
33284936,"Ask HN: What's left in quantum computing? Where is it now? The hype is already building where for myself as the uninitiated (read: noob) I&#x27;m left confused about how far along quantum computing has come.<p>To be somewhat more specific, clearly there are still many open questions in quantum mechanics as a science, so 
-- How does that map to the current technology?
-- Which of those open problems presents imminent bottleneck to current adoption?
-- What from the science will present the next breakthrough?<p>Any reading recommendations are appreciated!",https://news.ycombinator.com/item?id=33284936,discussion,discussion,0,
42386507,"&gt;&gt; But for anyone who wonders why I’ve been obsessing for years about the need to design efficiently verifiable near-term quantum supremacy experiments: well, this is why! We’re now deeply into the unverifiable regime that I warned about. Can anybody explain me why it is hard to find a problem that can be solved only by a basic quantum computer within a short timespan and can be easily verified by a normal computer? I thought there are so many algo&#x27;s out there for which one direction is fast and the reverse takes ages.",https://news.ycombinator.com/item?id=42386507,technical,technical,0,
6742983,"Thats great! I need to read the paper but if that is the life time of the physical qubit then it is much larger then what is typically considered needed for using quantum error correction to make logical qubits. Logical qubits are made up of many physical qubits, with relatively short life times, to make one logical qubits with an infinite life time. The longer life time of logical qubits makes it considerably easier to perform long calculations and store information. If anyone knows how easily quantum error correction can be applied to this system I would be interested in finding out.",https://news.ycombinator.com/item?id=6742983,technical,technical,0,
17842622,"Ask HN: Can anyone explain how DWave was able to scale to 1,800 qubits? I have a bunch of questions about the recent Nature article and about the underlying simulation itself.<p>1) how are the individual qubits arranged&#x2F;&quot;built&quot;<p>2) what is specifically meant by the topological phenomenon observed, and how does this relate to the quantum simulator accurately predicting what the classical model said what occur?<p>3) what is the interplay between &quot;performing a computation&quot; and running a quantum simulator? not really seeing the immediate connection there<p>4) last, not sure how far DWave had come previously to achieving such a large-scale computation with this approach, but it does seem like a pretty huge number of interacting qubits compared to other highly-entangled systems<p>Thanks<p>Link to Nature article in question: 
https:&#x2F;&#x2F;www.nature.com&#x2F;articles&#x2F;s41586-018-0410-x",https://news.ycombinator.com/item?id=17842622,technical,technical,0,
20597022,Researchers Entangle Photons of Different Color in Quantum Computin Breakthrough,https://news.ycombinator.com/item?id=20597022,hype,hype,0,
955094,you were right to leave it out - quantum cryptography and quantum computing have only the quantum in common. (i've published on quantum cryptography protocols),https://news.ycombinator.com/item?id=955094,hype,discussion,1,"One-sentence opinion distinguishing QKD from QC. No explanation, no technical depth. Value is the assertion."
234489,"Discovery of a ""Flat"" Atom Hailed as Quantum Computing Breakthrough",https://news.ycombinator.com/item?id=234489,hype,hype,0,
38543546,Ask HN: How are quantum computing companies making money? I see many companies raising VC but I&#x27;m not entirely clear what the business model is at the moment. Do they have business applications that can be sold already?,https://news.ycombinator.com/item?id=38543546,discussion,discussion,0,
42387769,"&gt;  If I take the Willow announcement at face value (in particular, the QEC claims)  [...] Considering that Google&#x27;s 2019 claim of quantum supremacy was, at the very least, severely overestimated ( https:&#x2F;&#x2F;doi.org&#x2F;10.48550&#x2F;arXiv.1910.09534 ) I would wait a little bit before making any decisions based on the Willow announcement.",https://news.ycombinator.com/item?id=42387769,discussion,discussion,0,
11520589,"Ask HN: Is quantum computing likely to happen before strong AI? There is a lot of excitement around AI recently, but AI is also the field that has historically over promised and under delivered. Quantum computing on the other hand is making concrete progress, consistently, for years. Which one do you think will become practical first? Quantum computers in every home or strong AI bots everywhere? My vote is for quantum computing.",https://news.ycombinator.com/item?id=11520589,discussion,discussion,0,
39433231,"Show HN: Qoord, a simple quantum circuit simulator Hi!  I built this to teach myself how a quantum circuit simulator works.  It&#x27;s about 1000 lines of Python, aiming to be understandable more than being fast or robust.  It&#x27;s not meant to compete with anything else - just a personal project to really get clear on the under-the-hood theory of qubits and quantum gates.",https://news.ycombinator.com/item?id=39433231,technical,technical,0,
45395121,HSBC publishes yet another claim of quantum advantage that isn't,https://news.ycombinator.com/item?id=45395121,hype,discussion,1,Scott Aaronson criticising an HSBC claim: 'yet another claim of quantum advantage that isn't.' Calling out hype.
9614539,"You could take the continuous differential equations that describe the elements of a CPU, consider what&#x27;s going on as the program feeds through, and take the derivative of that. For quantum computers all programs correspond to unitary matrices. You could take the logarithm of the matrix M, define f(x) = e^{ln(M) x}, then compute the derivative of f at 1. You might need a factor of i to make it work. (It works extremely nicely for single-qubit operations.) (Alternatively, you could apply that process separately to all of the individual gates making up the circuit, vary them all at once, and get a different continuous transformation with a derivative.)",https://news.ycombinator.com/item?id=9614539,technical,technical,0,
34001430,"Ask HN: What's the Latest with Quantum Computing? I&#x27;d heard Rigetti and others were making major progress, but haven&#x27;t heard any updates. Hopefully they didn&#x27;t just do a SPAC-dump to make the public into bag holders.<p>What&#x27;s the latest with quantum computing progress that&#x27;s meaningful to regular users?",https://news.ycombinator.com/item?id=34001430,discussion,discussion,0,
47602415,"Recent work on quantum chaos, shows that selectively observing quantum chaotic system can localise reading. Similar idea of selective pairing in quantum error correction codes lead to promising improvements, recent qLDPC.",https://news.ycombinator.com/item?id=47602415,technical,technical,0,
17425377,"I'm Scott Aaronson, quantum computing/computational complexity researcher. AMA Hey HN,<p>We recently recorded a podcast (https:&#x2F;&#x2F;blog.ycombinator.com&#x2F;scott-aaronson-on-computational-complexity-theory-and-quantum-computers&#x2F;) where I discussed my research, AI, and advice for nerds in general or people who want careers in science.<p>We covered many but not all of the questions submitted over the internet so AMA!",https://news.ycombinator.com/item?id=17425377,discussion,discussion,0,
26894074,"Ask HN: Does studying quantum computing languages make professional sense yet? Are we at the point where self-study in this area makes sense, in terms of getting in on the ground floor when these systems become more ubiquitous?",https://news.ycombinator.com/item?id=26894074,discussion,discussion,0,
41558896,IQM Quantum Computers reaches production milestone of 30 quantum computers,https://news.ycombinator.com/item?id=41558896,hype,hype,0,
9580682,"One question I have: if a pilot wave description of quantum mechanics was in fact the &quot;right&quot; one, would quantum computers be impossible?  It&#x27;s confusing because many articles claim that the various interpretations of QM yield the same predictions, and yet the irreducible randomness of the Copenhagen interpretation seems to be a prerequisite for quantum computing.",https://news.ycombinator.com/item?id=9580682,technical,technical,0,
21418141,"Quantum advantage, or a practical demonstration that quantum computers work",https://news.ycombinator.com/item?id=21418141,hype,discussion,1,"Blog post title/excerpt: 'Quantum advantage, or a practical demonstration that quantum computers work.' Explanatory framing, not hype."
31622826,Ask HN: Whatever Happened to Quantum Computing? I feel like I used to see more about it on hacker news - what&#x27;s the current state?,https://news.ycombinator.com/item?id=31622826,discussion,discussion,0,
41573796,"Ask HN: Bose-Einstein Condensate Qubits As I understand it, Bose-Einstein condensates get more stable as they get larger. Why are quantum computer developers not making their qubits out of them?",https://news.ycombinator.com/item?id=41573796,technical,technical,0,
9933084,i did a presentation on quantum computing starting with a history of discovering quantum theory. it&#x27;s a little over an hour.  https:&#x2F;&#x2F;www.youtube.com&#x2F;watch?v=5Od08UbnFPI,https://news.ycombinator.com/item?id=9933084,discussion,discussion,0,
38520158,IBM Launches Quantum System Two and a Roadmap to Quantum Advantage,https://news.ycombinator.com/item?id=38520158,hype,hype,0,
43459872,"Show HN: Oqtopus: Open-Source Full-Stack Quantum Cloud Platform We&#x27;re excited to announce the open source release of a comprehensive quantum cloud platform — OQTOPUS. This project delivers an end-to-end solution for quantum computing by integrating both cloud and edge-server components, bridging the gap between user-facing quantum software and the underlying system operations.<p>Key Highlights:<p>- Cloud Layer:
    Provides RESTful APIs based on OpenAPI and FastAPI, along with robust user authentication and job scheduling. Infrastructure is automated through an Infrastructure as Code (IaC) approach using Terraform.<p>- Edge-Server Component:  
    Manages critical preprocessing tasks such as quantum circuit transpilation (via a versatile multi-format transpiler framework), and handles sophisticated post-processing like readout error mitigation to improve result accuracy.<p>- End-to-End Integration:  
    Seamlessly processes user-submitted quantum circuits—from job queuing, through circuit transformation and device execution, to final result correction—making quantum computing more accessible and efficient.<p>By releasing OQTOPUS as open source, the aim is to lower the entry barrier for quantum system software development and foster a vibrant community of contributors and innovators in quantum computing.<p>The full project details and source code are available on GitHub. Contributions and feedback are welcome to drive the next generation of quantum cloud solutions.<p>GitHub: <a href=""https:&#x2F;&#x2F;github.com&#x2F;oqtopus-team&#x2F;"" rel=""nofollow"">https:&#x2F;&#x2F;github.com&#x2F;oqtopus-team&#x2F;</a>
Website: <a href=""https:&#x2F;&#x2F;oqtopus-team.github.io&#x2F;"" rel=""nofollow"">https:&#x2F;&#x2F;oqtopus-team.github.io&#x2F;</a>",https://news.ycombinator.com/item?id=43459872,technical,technical,0,
44637734,"I respect Gil Kalai and I like how this article is presented with nuance. I do need to point out though that his prediction ended up being wrong: Google just last year showed &quot;Quantum Error Correction below the Surface Code Threshold&quot;, the exact thing Kalai was arguing is impossible.  https:&#x2F;&#x2F;www.nature.com&#x2F;articles&#x2F;s41586-024-08449-y",https://news.ycombinator.com/item?id=44637734,discussion,discussion,0,
956489,"The author of the post is Michael Nielsen, who coauthored the standard textbook on the subject. In fact, he says so in the first full paragraph:  I worked on quantum computing full time for 12 years, wrote 60 or so papers, and co-authored the standard text.  I was a grad student at Caltech when Michael was a postdoc there, and knew him from his reputation for general awesomeness long before I met him. N.B. Michael is also a frequent reader of Hacker News, so be nice. :-) (In fact, he submitted this article himself over a year ago:  http://news.ycombinator.com/item?id=289212 )",https://news.ycombinator.com/item?id=956489,discussion,discussion,0,
14096259,A Milestone for Quantum Computing: a simulation of a 45-qubit quantum computer,https://news.ycombinator.com/item?id=14096259,hype,hype,0,
30829075,Researchers make a quantum storage breakthrough by storing a qubit for 20 ms,https://news.ycombinator.com/item?id=30829075,hype,hype,0,
28707863,"Just so nobody is misinterpreting what you’re saying (that somehow the quantum supremacy result was a farce): Quantum supremacy is a very important milestone in quantum computing. Being contrived or academic is fine because it’s intended to be fundamental science. The term “supremacy” was already long a part of the quantum computing lexicon before the result was achieved, and it has essentially a precise mathematical definition. I think it’s an unfortunate term, but it certainly  wasn’t  invented for the occasion. Some people blew the result out of proportion, making claims that finally quantum computers are provably useful&#x2F;the best&#x2F;etc. Google (who got the result) know these claims are not true, but in their typical character, turned a blind eye to the hype that ensued, because who doesn’t want free press?",https://news.ycombinator.com/item?id=28707863,hype,discussion,1,Explaining what quantum supremacy actually means and defending the result with reasoning. Not hype.
9848604,"Microsoft Research is very strong, it&#x27;s just that their work is broader than just new gadgets, though if you&#x27;re interested in that then Kinect is an example of a product refined at MSR, plus you have the upcoming HoloLens. For a broader understanding of what MSR does, check out their work on quantum computing (  http:&#x2F;&#x2F;research.microsoft.com&#x2F;en-us&#x2F;research-areas&#x2F;quantum-c...  ) and functional programming (Microsoft Research Cambridge and MSR-Inria are good places to look into for this). That&#x27;s just the tip of the iceberg, Microsoft plows plenty of resources into R&amp;D. The fact they invest in fundamental research isn&#x27;t something to attack, it&#x27;s something to celebrate, not all research needs to result in a tangible product.",https://news.ycombinator.com/item?id=9848604,discussion,discussion,0,
43319875,"Quantum Milestones, 1964: John Stewart Bell Rings in New Era of Quantum Theory (2022)",https://news.ycombinator.com/item?id=43319875,hype,discussion,1,Historical article about Bell's 1964 theorem — a genuine foundational result. Not a capability claim.
43371173,Satya Nadella – Microsoft's AGI Plan and Quantum Breakthrough [video],https://news.ycombinator.com/item?id=43371173,hype,hype,0,
44106327,Presenting a quantum breakthrough could be cheaper than cornering noticeable capacity.,https://news.ycombinator.com/item?id=44106327,hype,discussion,1,"Cryptic observation about strategic incentives around announcing breakthroughs. Commentary, not a claim."
10724027,"How Would a Quantum Computer Handle Transcendental Numbers? Wikipedia: &quot;In quantum computing, a qubit (&#x2F;ˈkjuːbɪt&#x2F;) or quantum bit (sometimes qbit) is a unit of quantum information—the quantum analogue of the classical bit. A qubit is a two-state quantum-mechanical system, such as the polarization of a single photon: here the two states are vertical polarization and horizontal polarization.&quot;<p>Wikipedia: &quot;In mathematics, a transcendental number is a real or complex number that is not algebraic—that is, it is not a root of a non-zero polynomial equation with rational coefficients.&quot;<p>For example, e, Pi, and Phi -- but there are many others.<p>OK, so let&#x27;s say I have a Quantum Computer.<p>Questions:<p>1) How do I input a Transcendental Number?<p>2) If, after inputting a Transcendental Number, I then want the Nth digit of that number, where N is a super large integer, like say the trillionth digit of Pi, how do I ask the Quantum Computer for that, and will the result be accurate if checked against a conventional computer?<p>3) Using Transcendental Numbers in repeated functions which take Transcendental Numbers and return other Transcendental Numbers as their results, will the Nth digit of the resulting number be correct, if checked against a conventional computer?<p>And finally:<p>4) In cases where N is so high that a conventional computer can&#x27;t check what its value should be, and we ask a Quantum Computer for it, how do we know that the Quantum Computer is correct?",https://news.ycombinator.com/item?id=10724027,technical,technical,0,
41845616,"Considering that we&#x27;re still at 15 as the largest factorized number with Shor&#x27;s alg. on a physical QM, the fact that these companies exist at all is quite absurd tbh. IIRC there are also no useful ML algs. known in BQP\P, and all the quantum-simulated annealing stuff that works on noisy &quot;QM&quot;s doesn&#x27;t seem to be a big win. With this context, these &quot;QM&quot; companies are in reality, selling tech. that&#x27;s even less capable than a vacuum-tube computer (much less a transistor calculator). Unless you care about simulating the hardware they have (for some reason), in which case it has &quot;quantum supremacy&quot; (lolz).",https://news.ycombinator.com/item?id=41845616,discussion,discussion,0,
5437041,"Ask HN: Thoughts on quantum computing? Are there any prevalent criticisms/enthusiasms for the current trajectory of the commercial availability of quantum computing? Naturally, there has been a large amount of research effort and funding devoted to advancing quantum computing, Lockheed-Martin being one of it's major advocators.<p>Is this an up and coming area that developers should start focusing their efforts on? How does this compete/complement with the current ""trend"" of massive parallelization?",https://news.ycombinator.com/item?id=5437041,discussion,discussion,0,
27578650,Quantum Breakthrough: New Invention Keeps Qubits of Light Stable at Room Temp,https://news.ycombinator.com/item?id=27578650,hype,hype,0,
9929274,"I don&#x27;t think it will take long to get a verdict, the construction is really pretty simple. Maybe if there is a really subtle error this could cause some debate but as far as I can tell there is nothing exotic in there. The only thing that struck me as a bit odd is that they just add a couple of dummy qubits to increase the probability of one measurement.",https://news.ycombinator.com/item?id=9929274,technical,technical,0,
44039709,"I’m not saying they’re phoney - just we need to take this stuff with a big pinch of salt. The Microsoft paper around the quantum “ breakthrough ” is in a different field, but maybe a good example of why we need to be a little more cautious of research-as-marketing",https://news.ycombinator.com/item?id=44039709,hype,discussion,1,"Explicitly skeptical: 'take this stuff with a big pinch of salt.' Criticising hype, not producing it."
